DOI,Author Keywords
10.1016/j.compenvurbsys.2015.04.002,Building model; Cadastre data; Census data; Dasymetric mapping; Disaggregation; Geographic information system; Land use; Population mapping; Volunteered geographic information
10.1016/j.compenvurbsys.2013.07.006,Routing planning; Semantic routing; Spatial data mining; Travel recommendation; Volunteered geographic information
10.1016/j.compenvurbsys.2013.11.006,Flickr; Geotagged photographs (GTP); Local log-odds ratio; Multi-resolution; User generated content (UGC); Volunteered Geographic Information (VGI)
10.1016/j.compenvurbsys.2015.09.011,
10.1093/aesa/sav047,Danaus plexippus; habitat; Lepidoptera; monarch; survival
10.1093/aesa/sav054,citizen science; Danaus plexippus; habitat management; population ecology
10.1093/aesa/sav061,Danainae; Danaus plexippus; Journey North; monarch butterfly; spring migration
10.1016/j.ijdrr.2015.08.005,Angus; Building codes; Environment Canada; Impact-based warnings; Storm damage; Tornado
10.3732/apps.1500065,Citizen science; digital imaging; digitization; herbarium; specimen database; workflow
10.1016/j.techfore.2015.03.002,Crowdsourcing; Land cover; Land use; Validation; Volunteered geographic information
10.1111/een.12227,Bees; Bumblebees; Crop yield; Ecosystem services; Pollinator; Urban; Vicia faba
10.1016/j.advwatres.2015.07.004,Data assimilation; Dynamic observations; Hydrological modeling; Intermittent observations; Uncertain observation
10.1016/j.ijdrr.2015.06.010,Australia; Flood; Risk mitigation; Social science; Wildfire
10.1016/j.techfore.2015.05.018,Arguments; Deep geothermal energy; Framing; Media analysis; Public opinion; Switzerland
10.1016/j.landurbplan.2015.04.010,Agricultural ditch; Citizen science; Dispersal corridor; Ditch; Habitat connectivity; Wetland
10.1016/j.foodqual.2015.04.015,Citizen science; Crowdsourcing; Food aesthetics; Food perception; Gastrophysics; Online testing; Plating; Preference; Triangles; Vision
10.1371/journal.pone.0136763,
10.1007/s10531-015-0924-6,Non-profit; Perceptions; Time; Value; Volunteering
10.1371/journal.pone.0136522,
10.1145/2808797.2809393,Content analysis; Information cascades; Information theory; Network analysis
10.1007/s11069-015-1918-0,Digital divide; Disaster management; Hurricane Sandy; Social media
10.1007/s00779-015-0837-0,"Citizen science, location-dependent applications; Geocaching; Pervasive computing"
10.1007/s11569-015-0226-1,Artificial life; Biotechnology; ELSA; Gene technology; Life; Public dialogue; Public engagement; RRI; Synthetic biology; World views
10.1007/s11569-015-0229-y,Anticipatory ethics and governance; Future care orientation; Nanotechnology; Procedural and distributive justice; Public participation and engagement; Regulation; Responsibility; Social and ethical issues (SEI); Soft law; Uncertainty
10.1109/BigDataService.2015.64,Big Data; Citizen Science; Crowdsourcing; Gamification; HCI; Sustainability Science
10.1109/BigDataService.2015.37,hypertension; Massive Online Open Course; medical big data research
10.1007/s10708-014-9564-8,Demographics; OpenStreetMap; Spatial analysis; Spatial data quality; Volunteered geographic information
10.1890/ES14-00485.1,Action ecology; Applied ecology; Big data; Citizen science; Environmental leadership; Environmental management; ESA centennial paper; Planetary stewardship; Training; Transdisciplinary; Translational ecology
10.4031/MTSJ.49.4.3,Android; Citizen science; Marine litter; Mobile app; School training
10.1016/j.envpol.2014.12.028,Community science; NOx; Ozone; Passive samplers
10.1007/s10530-015-0885-4,Citizen science; Community-based Monitoring; Data synergy; Environmental Monitoring; Habitat suitability models; Volunteer monitoring
10.1016/j.biocon.2015.01.004,Citizen science; Climate change; Dispersal; Extirpation; Physiological tolerance; Specialization
10.1016/j.ecolecon.2015.04.011,Bio-based economy; Bio-based society; Emotions; Public engagement
10.7554/eLife.07460,
10.3897/natureconservation.11.4438,Citizen science; Informatics; Roadkill; Transportation; Wildlife movement; Wildlife observation; Wildlife-vehicle collisions
10.3897/natureconservation.11.4439,Citizen science; Hotspots; Monitoring; Road ecology; Roadkill
10.1007/s11280-014-0303-3,Citizen science; Open science; Web 2.0
10.1371/journal.pone.0133992,
10.1371/journal.pone.0131812,
10.1177/0963662514539074,bioethics; biotechnology; framing risk; governance of science and technology; public participation; studies of science and technology
10.1177/0963662513503772,art-science; film analysis; film festival; public engagement; science fiction; synthetic biology
10.3390/s150717013,Geographic information science; Human-environment interaction; Quality of life; Sensing; Sensors; Urban dynamics; Urban environment
10.1177/0162243915571166,discourse ecology; engagement; epistemology; expertise; intervention
10.1177/0162243914560649,Chile; counter-enactment; disasters; political experiments; public engagement
10.1186/s40657-015-0021-2,1 % criterion; Citizen science; Coastal wetlands; Ramsar site; Waterbirds
10.1016/j.chb.2015.05.051,Citizen science; Crowdsourcing; Diegesis; Gamification; Narrative; Stories
10.5852/ejt.2015.128,Citizen science; Fulgoroidea; Indonesia; Lanternfly; Malaysia
10.1371/journal.pone.0127706,
10.1080/14498596.2015.972996,disaster response; geospatial semantic web; volunteered geographic information (VGI)
10.1080/13658816.2015.1018266,crowdsourcing; land cover/land use; quality; validation; VGI
10.1016/j.ebiom.2015.05.009,Breast cancer; Citizen science; Crowd science; Crowdsourcing
10.1002/asi.23316,scholarly communication; technology impact; user studies
10.1016/j.ijggc.2014.10.022,Carbon dioxide capture and storage (CCS); Environmental risk; Environmental uncertainty; Offshore energy; Public engagement
10.1109/MCSE.2015.65,citizen science; metrics; online; project outcomes; scientific computing; success factors; Zooniverse
10.1109/MCSE.2015.42,astronomy; citizen science; outreach; science research; scientific computing
10.1109/MCSE.2015.86,citizen science; clustering; log analysis; scientific computing; visualization
10.1109/MCSE.2015.72,citizen science; crowdsourcing; distributed computing; education; FPCCS; scientific computing; STEM
10.1016/j.annals.2015.05.002,
10.1007/s00484-014-0892-7,Citizen science; Data accuracy; Nature’s Notebook; Phenology; Protocols; USA National Phenology Network
10.1016/j.eswa.2015.02.013,Collaborative vehicle navigation; Crowd-sourcing traffic information; Intelligent; Participatory sensing; Systems; Transportation; Volunteered geographic information
10.1371/journal.pone.0130529,
10.1007/s11165-014-9430-1,Citizen science; Hermeneutic ethnography; Practice theory; Science methods; Teacher preparation
10.1016/S0140-6736(15)61150-3,
10.1371/journal.pone.0130159,
10.1016/j.jnca.2015.05.010,Collective behavior; Location based social networks; Participatory sensing; System usability scale
10.1007/s10661-015-4473-y,Citizen science; Data validation; Floating microplastics; Litter abundance; Litter sources; Riverine litter
10.1371/journal.pone.0129706,
10.1177/1075547015581927,agriculture; climate; climatologists; engagement; risk
10.1894/SWNAT-D-14-00005.1,
10.3138/cart.50.2.2662,Online social networking; Semantic signatures; User-generated content; Volunteered geographic information
10.3161/00016454AO2015.50.1.006,anthropogenic provisioning; citizen science; geodemographic classification; human-wildlife interaction; socioeconomic status; urban ecology; wild bird feeding
10.1007/s10900-014-9968-x,Environmental health; Environmental pollution; Fossil fuels; Fracking; Gas wells; Natural gas
10.1890/ES14-00433.1,Baccharis pilularis; California Phenology Project; Citizen science; Climate change; Eriogonum fasciculatum; First flowering date; Phenological response; Phenology; Phenophase; Quercus lobata; Sambucus nigra; USA National Phenology Network
10.1002/2014WR016824,data mash up; environmental virtual observatory; flooding; local knowledge; stakeholders; visualization
10.1890/14-0171.1,"Avian demography; Birds; Citizen science; Land use gradients; Mark-recapture; Neighborhood Nestwatch; Resource availability; Survival; Top-down vs. bottom-up processes; Urbanization; Washington, D.C., USA"
10.1016/j.ecoser.2014.10.004,Cultural ecosystem services; Ecosystem services; Hotspots; Public participation GIS; Spatial analysis; Stakeholders
10.1016/j.ecoser.2014.10.007,Best practice; Ecosystem services; Mapping; PGIS; PPGIS; Public participation GIS
10.1111/1365-2664.12423,Biodiversity; Citizen science; Monitoring; Participatory monitoring; Surveillance; Survey; Volunteer
10.1016/j.apgeog.2015.03.007,Cultural ecosystem services; Forest recreation; Recreation modelling; Volunteered geographic information
10.1016/j.envsci.2015.01.013,Biodiversity loss; Community of practice; Culture of share responsibility; Decision-making; Participatory workshop; Water policy
10.1073/pnas.1418414112,Avian irruption; Boreal birds; Climate variability; Masting; Migration
10.1177/0162243914550319,policy impact; practitioners; public engagement
10.1108/AJIM-10-2014-0137,High-dimensional visualization; Message frames; Microblogs; Public engagement with science; Science communication; Visual analytics
10.1038/521161d,
10.1098/rstb.2014.0129,Cascading effects; Citizen science; Daily timing; Experimental lighting; Population dynamics; Seasonal timing
10.1016/j.apgeog.2014.12.004,Coastal marine spatial planning; Coral reef management; Ecosystem-based management; Hawaii; Participatory mapping; PGIS
10.1007/s00267-015-0457-5,Citizen scientist; Green space; Hirundo rustica; Landscape components; Landscape ecology; Station; Urban ecosystems
10.1088/0143-0807/36/3/035004,Demonstration experiments and apparatus; Learning theory and science teaching; Leidenfrost; Multiphase flows; Outreach; Public engagement
10.1080/21548455.2013.855353,Biomonitoring; Citizen science; Education; Public participation
10.1080/17524032.2014.993412,climate change; Internet; knowledge mobilization; peer learning; social media
10.1371/journal.pone.0121874,
10.1016/j.rse.2015.01.012,Boreal; Canada; Citizen science; Flower phenology; Green-up; Land surface phenology; Leaf phenology; SPOT-VEGETATION; Validation
10.1007/s10021-015-9842-4,adaptive management; citizen science; community-based monitoring; environmental science and management; natural resource management; Public Participation in Scientific Research
10.1007/s10841-014-9733-6,Butterfly conservation; Butterfly monitoring; Citizen science; Database
10.1007/s10841-014-9739-0,Abundance trends; Biodiversity indicators; Butterfly monitoring scheme; Citizen science; Lepidoptera
10.1098/rsbl.2015.0001,Citizen science; Climate change; Damselflies; Distributions; New York State; Phenology
10.1088/0004-637X/802/2/127,Catalogs; Galaxies: individual (M31); Galaxies: star clusters: general
10.1177/0963662513501741,art and science
10.1016/j.biocon.2015.02.023,Bird-building collisions; Citizen science; Data-intensive science; Public participation in scientific research; Window collisions
10.1016/j.envsci.2014.12.017,Citizen observatory; Decision-making; Flood risk management; Innovation; Participation; Water governance
10.1016/j.biocon.2015.01.003,Aquila chrysaetos canadensis; Citizen-science; Golden eagle; Hawk-count data; Mark-recapture; Raptor migration
10.1016/j.ascom.2014.12.006,High resolution; HTML5; Scientific data; Visualization; Web application
10.1093/biosci/biv011,citizen science; monarch butterfly; monitoring; public participation in scientific research
10.1093/biosci/biv005,citizen science; crowdsourcing; digital humanities; digitization of biodiversity research collections; public participation in scientific research
10.1371/journal.pone.0117013,
10.1177/0002716214559699,advocacy; expert advice; politicization; public engagement; public opinion; science communication; social media
10.1016/j.biocon.2014.11.029,Biodiversity conservation; Citizen science; Environmental DNA; Freshwater; QPCR; Triturus cristatus
10.1111/cag.12119,binaries; critical GIS; crowdsourcing; Spatial data; volunteered geographic information
10.1111/cag.12093,Critical GIS; digital social inequality; gender; spatial media; volunteered geographic information (VGI)
10.3390/ijgi4010087,OpenStreetMap; Regional search; Spatial querying; Urban data; Visual exploration
