DOI,Q
10.1007/s10708-015-9673-z,Q73134213
10.1080/10095020.2015.1071065,Q57921847
10.1016/j.cosust.2017.12.003,Q73139988
10.5194/isprsarchives-XLI-B8-1301-2016,Q73230629
10.5194/isprsarchives-XLI-B4-721-2016,Q73230626
10.5194/isprsarchives-XLI-B4-557-2016,Q73230622
10.5194/isprsarchives-XLI-B4-453-2016,Q57642143
10.5194/isprsarchives-XLI-B2-615-2016,Q73230614
10.5194/isprsarchives-XLI-B4-205-2016,Q73230618
10.1007/978-3-319-42111-7_24,Q73121859
10.12795/rea.2016.i33.05,Q73183068
10.1071/BT16054,Q73166324
10.1117/12.2239612,Q73174968
10.1016/j.sbspro.2016.06.057,Q73141542
10.1007/978-3-319-45841-0_22,Q73121884
10.1007/978-3-319-44953-1_44,Q73121874
10.1007/978-3-319-40406-6_12,Q73121836
10.1109/CIC.2016.56,Q73170937
10.1109/IGARSS.2016.7729937,Q73170992
10.3166/RIG.26.185-210,Q73184063
10.1007/978-3-319-38791-8_38,Q73121827
10.1145/3001773.3001832,Q73177175
10.1145/2996913.2996975,Q73175175
10.1007/s12518-015-0160-5,Q73137215
10.4018/IJEPR.2016070103,Q73186859
10.1590/S1982-21702016000300028,Q73183519
10.1134/S1022795416070048,Q73175090
10.3832/ifor1809-009,Q73186785
10.17645/up.v1i4.612,Q73183605
10.3390/rs8110879,Q58606043
10.1111/rec.12387,Q56602655
10.1080/10598650.2016.1228302,Q58509440
10.1080/10095020.2017.1370177,Q55832880
10.3390/s16091510,Q31131949
10.1080/17565529.2015.1067593,Q73169006
10.1080/10095020.2017.1325613,Q73168136
10.7717/peerj.2031,Q31116244
10.1109/eScience.2017.22,Q73170961
10.1186/s12898-016-0066-z,Q30377420
10.1016/j.cois.2016.10.005,Q36219524
10.4000/cybergeo.27875,Q73186848
10.1117/12.2277194,Q73174971
10.3390/ijgi5100183,Q73184911
10.1016/j.trpro.2017.06.002,Q58207878
10.1088/1755-1315/70/1/012002,Q73169851
10.1080/02697459.2017.1329470,Q73167119
10.1016/j.scitotenv.2016.09.061,Q40563414
10.1177/2053951716661364,Q73180548
10.3847/0004-6256/152/3/76,Q68450109
10.18502/kss.v2i4.890,Q73183619
10.1080/00063657.2017.1364696,Q73166911
10.1109/COMPSAC.2017.23,Q73170940
10.5194/isprs-annals-IV-4-W1-139-2016,Q73230554
10.1016/j.compenvurbsys.2016.01.006,Q73139960
10.1080/14735784.2017.1357480,Q73168896
10.2147/CLEP.S129886,Q38837483
10.1007/978-3-319-42092-9_25,Q73121854
10.1080/00087041.2016.1190146,Q73166917
10.1080/07060661.2016.1230149,Q73167150
10.1080/00063657.2017.1400518,Q73166913
10.1080/10095020.2017.1368193,Q55835907
10.22323/2.16020201,Q73472494
10.3390/ijgi5070103,Q73184907
10.5751/ES-08818-210434,Q73230726
10.17645/up.v1i2.623,Q64005122
10.17645/up.v1i2.627,Q60486174
10.1080/00087041.2016.1244322,Q73166938
10.1080/03098265.2017.1315533,Q73167134
10.1002/poi3.112,Q73121519
10.1080/14606925.2017.1352911,Q73168836
10.1093/biosci/biw116,Q56380445
10.1080/14650045.2016.1204601,Q73168891
10.1145/2858036.2858545,Q73175166
10.1038/s41416-018-0156-0,Q59883187
10.1080/00221341.2016.1215488,Q73166994
10.1128/jmbe.v17i1.1032,Q36703172
10.1371/journal.pone.0162493,Q27468712
10.1111/cobi.12705,Q35998160
10.1080/10095020.2017.1373955,Q58891377
10.1007/978-3-319-42089-9_7,Q59412569
10.3233/978-1-61499-670-5-271,Q73184595
10.17645/up.v1i2.645,Q73183603
10.3390/ijgi5110206,Q73184913
10.1051/lhb/2016026,Q73166271
10.1093/icesjms/fsx216,Q73169958
10.1007/978-3-319-45738-3_16,Q73121879
10.1007/s13280-016-0799-0,Q36059211
10.1016/j.apgeog.2016.09.019,Q73139198
10.1080/00087041.2016.1243864,Q73166934
10.1016/j.procs.2017.05.372,Q73141486
10.1038/sdata.2015.26,Q35702061
10.3138/cart.53.1.2017-0013,Q73184035
10.1177/0263775816633195,Q73177325
10.1016/j.envint.2016.12.007,Q39049602
10.1016/j.tree.2017.03.007,Q36342512
10.1002/ajpa.23149,Q38768211
10.1080/09505431.2018.1425384,Q73168050
10.1534/genetics.116.199448,Q33877469
10.1080/00330124.2017.1326083,Q73167042
10.1016/j.tibtech.2018.02.011,Q53836890
10.1051/medsci/20183405022,Q73166274
10.3389/fnhum.2017.00224,Q33653808
10.1177/0011392114527997,Q73177266
10.17645/up.v1i2.609,Q73183599
10.1080/00087041.2016.1227552,Q73166919
10.1016/j.geoforum.2016.07.002,Q64113557
10.1177/0309132511411231,Q57766142
10.5194/isprsannals-II-3-W5-345-2015,Q73230587
10.1111/cobi.12695,Q31084440
10.1890/110294,Q56555977
10.1080/13658816.2016.1189556,Q73168761
10.1016/j.compenvurbsys.2014.02.004,Q56676069
10.1007/s10530-016-1217-z,Q56379844
10.1111/j.1755-263X.2011.00196.x,Q56660600
10.1016/j.biocon.2016.05.014,Q73139701
10.1007/978-3-319-38791-8_43,Q73121832
10.1145/2702123.2702378,Q73175147
10.5194/isprsarchives-XL-7-W3-1221-2015,Q59202788
10.3233/978-1-61499-769-6-75,Q73184597
10.1117/12.2234461,Q73174962
10.1007/s10333-018-0664-9,Q73133296
10.4018/JDM.2018010101,Q73230498
10.1145/2858036.2858319,Q73175162
10.1145/2908131.2908151,Q56687048
10.1145/2962735.2962754,Q73175171
10.5194/isprs-archives-XLII-4-W1-307-2016,Q73230560
10.3897/natureconservation.18.13429,Q56936151
10.5194/isprsarchives-XL-3-W3-71-2015,Q58419566
10.1145/2858036.2858571,Q73175167
10.3389/fphy.2015.00093,Q58560367
10.3390/ijgi6090277,Q58427889
10.1007/s11160-015-9387-9,Q60124416
10.14201/eks2017183714,Q57600688
10.1145/3102071.3102099,Q73177188
10.1145/3025453.3025667,Q73177182
10.1353/ppp.2017.0030,Q73183099
10.1007/978-3-319-28731-7_15,Q73121811
10.1080/02508060.2018.1403083,Q73167094
10.1177/0907568218769342,Q73177400
10.1080/15420353.2015.1009609,Q57685983
10.1159/000462960,Q33917059
10.15517/rbt.v66i2.33404,Q73183463
10.1126/science.aar8379,Q55979371
10.17351/ests2017.134,Q63929688
10.1177/1048291118795156,Q73180402
10.1111/fwb.12645,Q73172294
10.1139/facets-2017-0030,Q58935067
10.3390/data2040035,Q59256193
10.3916/C54-2018-03,Q73186838
10.1016/j.apgeog.2017.09.007,Q73139203
10.1111/conl.12426,Q73172205
10.1007/s10344-017-1145-y,Q60463634
10.1016/j.jnc.2017.09.001,Q73140983
10.3390/f9010031,Q73184764
10.13157/arla.65.1.2018.ra3,Q73183083
10.1061/(ASCE)IR.1943-4774.0001043,Q73166290
10.3390/su9030422,Q73186704
10.1016/j.aquabot.2017.04.006,Q73139214
10.7717/peerj.3612,Q38368075
10.1139/as-2017-0010,Q73175111
10.1057/s41292-016-0033-0,Q73166288
10.1002/wsb.732,Q58389772
10.1002/aqc.2690,Q73119659
10.1007/s10661-017-5946-y,Q33617425
10.4314/wsa.v43i3.01,Q73230513
10.1002/ecs2.1921,Q73119842
10.1016/j.gecco.2016.08.001,Q73140403
10.3390/s16101698,Q37380820
10.1111/cobi.12727,Q31065836
10.3390/land5040037,Q73186530
10.1111/biom.12506,Q31061678
10.1111/jbi.12787,Q73173858
10.1111/conl.12326,Q73172202
10.22323/2.16010201,Q57987515
10.22323/2.16040601,Q73472500
10.1016/j.scitotenv.2015.12.068,Q40107922
10.1177/0265813516647965,Q73177334
10.3390/rs8110905,Q73186558
10.1080/00087041.2016.1243863,Q73166929
10.1016/j.socscimed.2016.10.019,Q38441262
10.1007/s11524-016-0081-6,Q38546362
10.22323/2.16010202,Q73472486
10.22323/2.16040203,Q73472504
10.22323/2.16040303,Q73472506
10.1080/09640568.2016.1276435,Q73168107
10.1111/1365-2664.12635,Q60302531
10.1139/gen-2015-0185,Q31108717
10.1007/978-3-319-70284-1_3,Q73121917
10.1016/j.gecco.2016.04.002,Q73140401
10.3390/ani6070042,Q37128354
10.1111/emr.12225,Q73172260
10.1098/rstb.2015.0340,Q26740113
10.1098/rsta.2015.0223,Q37215482
10.1098/rsta.2015.0220,Q27231585
10.1080/15230406.2016.1221779,Q73168924
10.1093/jmammal/gyy012,Q56974405
10.1016/j.jenvman.2018.01.055,Q50081631
10.1016/j.agrformet.2018.01.002,Q73137347
10.1093/biosci/biy019,Q73169928
10.3354/esr00817,Q73184626
10.1016/j.marpolbul.2017.01.011,Q47997850
10.1002/jwmg.21437,Q73121408
10.1111/maec.12470,Q73173880
10.3390/ijgi7050169,Q73184941
10.1016/j.trac.2016.02.023,Q73141993
10.21411/CBM.A.97547B71,Q73183891
10.1080/00393630.2016.1193690,Q58535719
10.1093/femsle/fnw005,Q46611131
10.1016/j.chb.2017.03.017,Q73139759
10.1007/s11284-017-1521-9,Q57039735
10.1111/ddi.12698,Q73172216
10.1177/0011392115596055,Q73177270
10.4414/smw.2018.14623,Q56549229
10.1007/s10661-017-6063-7,Q38661541
10.1111/1365-2664.12921,Q58636132
10.1139/juvs-2016-0022,Q73175123
10.1002/aps3.1022,Q55063362
10.1016/j.ecohyd.2017.09.004,Q60561430
10.1016/j.ijdrr.2018.02.024,Q73140668
10.1093/biosci/biy028,Q55006040
10.3390/rs8100813,Q73186553
10.1080/15230406.2015.1129914,Q73168903
10.1109/WACV.2017.88,Q73171990
10.1007/s11284-017-1466-z,Q73135198
10.1016/j.scs.2017.12.039,Q57921845
10.1650/CONDOR-17-206.1,Q59163273
10.3390/su10051320,Q73186684
10.1111/tmi.12805,Q39232740
10.1007/s11038-016-9499-9,Q59527206
10.1007/s00267-017-0872-x,Q33841520
10.1007/s00114-017-1470-8,Q51205182
10.3391/mbi.2017.8.4.14,Q73186718
10.1016/j.gloenvcha.2017.09.005,Q73140460
10.1057/s41292-017-0043-6,Q59522696
10.1007/s11229-016-1238-2,Q57371692
10.1093/biosci/bix143,Q50824382
10.1002/aps3.1029,Q55154348
10.3390/rs9040357,Q58891387
10.1080/03721426.2016.1268564,Q56907649
10.1016/j.ufug.2017.03.015,Q73142027
10.1007/s11569-017-0302-9,Q38636835
10.1093/chemse/bjx058,Q73169934
10.1002/cam4.1165,Q45945955
10.1016/j.habitatint.2017.04.011,Q73140654
10.1515/itit-2017-0016,Q73183397
10.1002/aps3.1021,Q55077401
10.1016/j.biocon.2018.09.016,Q57199095
10.1016/j.chb.2018.08.017,Q73139765
10.1016/j.foreco.2018.08.040,Q73140376
10.1080/10402381.2016.1264513,Q56334618
10.1093/beheco/arw185,Q52330541
10.1111/ddi.12782,Q73172224
10.1145/2598153.2602223,Q73175138
10.1016/j.ecolind.2016.11.012,Q73140027
10.3390/s18093056,Q58745229
10.1016/j.jenvrad.2018.04.018,Q53733983
10.1002/2016WR019182,Q73119563
10.17351/ests2017.123,Q73183578
10.1016/j.ocecoaman.2018.05.023,Q73141428
10.1002/wsb.903,Q73121718
10.3390/publications6030036,Q58926554
10.7717/peerj.5569,Q57091506
10.1016/j.scitotenv.2018.04.403,Q73141892
10.2984/72.4.1,Q73184009
10.5268/IW-6.4.894,Q73230643
10.5751/ACE-00820-110104,Q57061960
10.3390/rs8090774,Q73186551
10.1007/978-3-319-40542-1_8,Q73121840
10.3390/ijerph15040635,Q52619114
10.1186/s13002-016-0119-6,Q37326289
10.1186/s40246-018-0139-5,Q49900309
10.1111/josl.12276,Q73173878
10.1080/00049182.2016.1265229,Q56353675
10.7589/0090-3558-34.2.265,Q39466658
10.1117/12.2224250,Q73174959
10.1080/19338244.2015.1089828,Q30570693
10.1016/j.envdev.2016.10.002,Q73140054
10.3897/natureconservation.19.12683,Q73186824
10.3897/phytokeys.85.14925,Q42258684
10.12776/QIP.V21I1.784,Q73183067
10.21437/Interspeech.2016-997,Q73183893
10.1080/03721426.2016.1203141,Q73167145
10.1007/s11852-016-0460-x,Q73135256
10.1007/s11284-016-1409-0,Q73135196
10.3145/epi.2017.ene.11,Q73184051
10.14411/eje.2017.034,Q73183383
10.3957/056.048.013002,Q73186841
10.1007/978-3-319-60366-7_9,Q59891561
10.3354/esr00870,Q73184629
10.1186/s40594-018-0099-2,Q73183034
10.1016/j.applanim.2017.11.004,Q73139211
10.1515/itit-2017-0022,Q73183402
10.1515/itit-2017-0021,Q73183400
10.7717/peerj.4382,Q55008784
10.1111/icad.12278,Q73173633
10.1007/s12518-017-0201-3,Q73137218
10.1016/j.anbehav.2018.01.012,Q57179442
10.3390/healthcare6010022,Q51150037
10.7717/peerj.4536,Q52611517
10.1089/ees.2017.0218,Q73169860
10.1111/acv.12369,Q73172080
10.3354/cr01525,Q73184611
10.1016/j.jag.2017.05.014,Q57642132
10.1002/aps3.1023,Q55007699
10.1111/1365-2664.12972,Q58990108
10.1007/s10651-018-0398-2,Q73133946
10.1002/wsb.851,Q73121712
10.3390/ijerph15030523,Q52654064
10.1016/j.pedobi.2018.01.002,Q73141448
10.1016/j.jnc.2018.01.001,Q60486353
10.1016/j.gecco.2018.e00377,Q73140406
10.2902/1725-0463.2018.13.art4,Q73183989
10.4081/gh.2018.629,Q73230505
10.3390/ijgi7080312,Q73186514
10.1029/2017RS006496,Q73165810
10.2478/quageo-2018-0030,Q73183969
10.1080/1369118X.2017.1299779,Q73168822
10.2902/1725-0463.2018.13.art5,Q73183990
10.2902/1725-0463.2018.13.art2,Q73183984
10.1080/00218839.2018.1460911,Q73166972
10.14512/gaia.27.2.9,Q73183386
10.5840/eps201855115,Q73230739
10.1080/00393630.2018.1504441,Q57270871
10.1016/j.ecolind.2018.03.079,Q73140032
10.1111/j.1936-704X.2018.03286.x,Q73173826
10.1007/s00216-018-0989-7,Q52628968
10.1111/2041-210X.13002,Q73172070
10.3390/ijgi7060222,Q73186504
10.1080/23311983.2018.1483874,Q73169773
10.1111/ddi.12741,Q73172218
10.1002/ecs2.2302,Q73119845
10.1093/jole/lzy005,Q73169987
10.3389/fphys.2078.00908,Q73184700
10.1111/ddi.12756,Q73172222
10.3390/ijerph15050960,Q54936180
10.3390/s18051349,Q52559155
10.1029/2018GL077324,Q73165817
10.1089/zeb.2017.1542,Q52690325
10.1177/0748730418768120,Q52197489
10.1007/s10344-018-1189-7,Q73133306
10.3390/soc8020032,Q73186682
10.1186/s12942-018-0140-1,Q55331191
10.1002/anie.201801743,Q64949526
10.1016/j.jhydrol.2018.05.002,Q73140798
10.3390/ijgi7070262,Q73186510
10.4031/MTSJ.52.4.4,Q73230501
10.1016/j.gecco.2018.e00434,Q73140408
10.1177/0963662517738149,Q50094833
10.1016/j.jenvman.2016.07.092,Q39516011
10.1016/j.ocecoaman.2016.09.014,Q56378378
10.1016/j.jhydrol.2016.07.036,Q58885118
10.1111/cobi.12627,Q40544340
10.1007/s10841-017-0010-3,Q56687046
10.1093/sysbio/syx052,Q46237500
10.1016/j.chb.2016.11.035,Q56740077
10.1016/j.biocon.2016.07.027,Q73139707
10.3391/mbi.2015.6.2.12,Q56755258
10.1016/j.biocon.2016.09.004,Q56939672
10.1186/s12898-016-0063-2,Q36086268
10.2902/1725-0463.2018.13.art6,Q73183992
10.2902/1725-0463.2018.13.art3,Q73183987
10.1186/s13673-017-0090-9,Q59336120
10.1007/s10531-017-1391-z,Q59482532
10.1016/j.compag.2017.08.026,Q57714192
10.1007/s13593-017-0441-y,Q59528400
10.1007/s12524-018-0833-8,Q73137223
10.1016/j.astropartphys.2018.08.009,Q73139250
10.1016/j.ecss.2017.11.031,Q60535902
10.1111/mec.14350,Q45950686
10.4031/MTSJ.52.1.2,Q74021763
10.1016/j.compag.2018.06.015,Q73139784
10.1016/j.erss.2017.06.014,Q73140320
10.1642/AUK-17-183.1,Q73183533
10.17351/ests2017.127,Q73183586
10.1111/2041-210X.12720,Q73172066
10.3390/land7030103,Q73186533
10.17351/ests2017.124,Q73183581
10.1016/j.cities.2017.12.012,Q73139774
10.1007/s10708-017-9767-x,Q73134221
10.3390/ijerph15040825,Q54964964
10.3390/w10050542,Q73186711
10.1002/2017GL076164,Q73119566
10.3390/ijgi7050187,Q58613643
10.3897/zookeys.758.22171,Q54803166
10.1017/aap.2018.8,Q59221984
10.1002/rse2.62,Q73121528
10.3390/foods7060087,Q55454637
10.5194/isprsannals-II-3-W5-211-2015,Q73230571
10.1117/12.2307765,Q73174982
10.1007/978-3-319-33783-8_9,Q73121822
10.5220/0005776500950104,Q73230638
10.1007/978-3-319-62398-6_21,Q73121905
10.1007/978-3-319-62401-3_49,Q59844536
10.1007/978-3-319-66379-1_12,Q73121914
10.1117/12.2293668,Q73174974
10.5311/JOSIS.2016.12.240,Q73230644
10.1016/j.biocon.2018.07.024,Q73139738
10.1007/s12210-017-0657-4,Q73137186
10.1016/j.biocon.2018.03.024,Q56752585
10.3390/app8101743,Q73184731
10.7717/peerj.4157,Q48502593
10.1007/s13753-017-0150-9,Q59480855
10.1515/noise-2018-0001,Q73183411
10.1177/1075547016656191,Q58820822
10.1016/j.cities.2016.12.013,Q73139768
10.1515/pac-2016-0710,Q73183414
10.1093/biosci/biw059,Q59845406
10.1016/j.biocon.2016.05.015,Q56417560
10.3390/ijgi5050055,Q57527536
10.1080/11956860.2018.1498226,Q73168215
10.1080/13505033.2018.1516455,Q73168226
10.1088/1757-899X/364/1/012031,Q73169857
10.1578/AM.44.6.2018.668,Q73183493
10.1108/IJDRBE-02-2017-0015,Q64987673
10.1080/21548455.2018.1475780,Q73169762
10.1117/12.2326222,Q73174983
10.22323/2.17030206,Q73183936
10.3389/fevo.2018.00015,Q73184664
10.3390/ijgi7030113,Q73184940
10.1007/s10661-017-5817-6,Q33452852
10.1080/15230406.2016.1176536,Q73168908
10.1088/1361-6382/aa5cea,Q55261041
10.3389/fevo.2017.00024,Q73184659
10.1016/j.scitotenv.2017.02.175,Q33452964
10.1016/j.aap.2017.03.024,Q36338700
10.1007/s10530-017-1488-z,Q56980234
10.3897/BDJ.5.e21271,Q47200200
10.3389/fmicb.2017.02372,Q46241804
10.1186/s13021-017-0087-8,Q47121197
10.3390/s17122766,Q45943475
10.3847/1538-4357/aa9a42,Q69181987
10.1111/2041-210X.12838,Q57080735
10.1080/01431161.2018.1433895,Q73167070
10.2902/1725-0463.2018.13.art8,Q73183996
10.1017/S0030605315001398,Q57947192
10.1016/j.compenvurbsys.2017.02.002,Q73139967
10.1128/AEM.00162-17,Q33863878
10.1016/j.biocon.2017.03.033,Q73139725
10.3390/ijgi6070202,Q73184931
10.7717/peerj.3480,Q33830622
10.1128/jmbe.v18i2.1284,Q38598798
10.3390/f8080293,Q60462265
10.3389/fevo.2017.00089,Q73184661
10.3389/fevo.2017.00086,Q59196539
10.1016/j.landurbPlan.2017.03.014,Q73141087
10.2987/17-6644R.1,Q38602265
10.1002/2017SW001640,Q73119572
10.1016/j.envres.2017.04.023,Q38698892
10.3897/BDJ.5.e20200,Q46268518
10.1093/mnras/stx1733,Q69199442
10.22323/2.16020305,Q73183931
10.1080/17538947.2016.1216616,Q73168997
10.1080/10095020.2017.1288424,Q73168132
10.1080/10095020.2017.1368200,Q73168141
10.1590/0001-3765201720160548,Q38662516
10.1145/3025453.3025853,Q73177186
10.1080/15427528.2017.1303801,Q73168951
10.7717/peerj.2770,Q37566862
10.17351/ests2017.128,Q64114724
10.4404/hystrix-28.2-12421,Q73230520
10.1007/978-3-319-62392-4_38,Q73121895
10.1080/02508281.2017.1300398,Q73167095
10.1002/hyp.11091,Q58245830
10.1080/15230406.2016.1190300,Q73168911
10.1016/j.landurbplan.2016.02.014,Q73141072
10.1007/s12036-016-9415-8,Q73137170
10.1007/978-3-319-44711-7_24,Q73121868
10.1016/j.prevetmed.2015.12.017,Q35896161
10.1128/jmbe.v17i1.1001,Q33448064
10.1128/jmbe.v17i1.1002,Q36703216
10.1016/j.apgeog.2015.12.006,Q73139190
10.1128/jmbe.v17i1.1019,Q36703150
10.3390/en9030125,Q73184741
10.20965/jdr.2016.p0207,Q73183872
10.1016/j.gecco.2016.02.008,Q60541725
10.1016/j.jtrangeo.2016.03.006,Q73141034
10.1128/jmbe.v17i2.1164,Q73175081
10.1002/wat2.1138,Q73121628
10.17159/sajs.2016/a0152,Q73183573
10.1080/1523908X.2015.1100985,Q73168945
10.1111/cobi.12659,Q40300434
10.1007/s10344-016-1013-1,Q73133303
10.1007/s13280-015-0712-2,Q28607431
10.1016/j.jum.2015.10.001,Q73141038
10.3897/BDJ.4.e10279,Q28590047
10.3897/BDJ.4.e8692,Q28589993
10.3897/BDJ.4.e10859,Q36273537
10.1080/23808993.2016.1199949,Q73169775
10.1155/2016/5656245,Q59129823
10.3390/ijerph13010011,Q36512817
10.22323/2.15030205,Q73472475
10.1093/reseval/rvv032,Q73170017
10.5194/isprsannals-II-2-W2-169-2015,Q73230562
10.1093/biosci/biu217,Q63363043
10.7717/peerj.763,Q35081471
10.1016/j.jag.2014.09.009,Q73140704
10.1016/j.gloenvcha.2014.10.006,Q73140455
10.1111/2041-210X.12254,Q56417561
10.1016/j.biocon.2014.11.010,Q61248470
10.1007/s00267-013-0168-8,Q46990689
10.1002/wsb.365,Q73121697
10.3375/043.032.0305,Q73184642
10.1111/j.1467-9671.2012.01319.x,Q73173741
10.3897/natureconservation.6.6498,Q56417780
10.1002/cpe.2923,Q73119723
10.1080/13658816.2011.575074,Q73168251
10.1016/j.tree.2011.11.006,Q34109209
10.1080/07438141.2012.736016,Q73167156
10.1038/sdata.2018.124,Q55428224
10.3897/BDJ.6.e21282,Q55518370
10.1093/mnras/sty1350,Q68787800
10.1016/j.cois.2018.05.005,Q73139779
10.1017/S0269888918000139,Q73165719
10.1109/TGRS.2018.2835306,Q73171046
10.1111/jav.01778,Q73173854
10.3389/fpubh.2018.00236,Q58698013
10.1016/j.marpolbul.2017.11.005,Q45948881
10.3391/bir.2018.7.3.17,Q73186715
10.1111/cobi.13121,Q58615799
10.3390/su10103610,Q73186692
10.1016/j.marpol.2018.05.021,Q60537236
10.1038/s41370-018-0077-2,Q73165878
10.1017/eaa.2018.12,Q73142077
10.1002/ece3.4567,Q73119821
10.3390/su10103447,Q73186686
10.3390/su10103513,Q73186690
10.1016/j.ascom.2018.09.002,Q73139245
10.1080/00222933.2018.1537407,Q73166998
10.1016/j.landurbplan.2018.07.006,Q60550104
10.1111/gec3.12404,Q73173604
10.1002/aps3.1193,Q59341397
10.1016/j.ecolind.2018.06.064,Q73140035
10.3389/feart.2018.00184,Q73184652
10.1038/s41598-018-35318-2,Q59340397
10.1002/joc.5857,Q73121403
10.1111/ele.13157,Q73172259
10.1177/1070496518794796,Q73180409
10.3390/app8112315,Q60332413
10.3390/ijerph15112443,Q58554980
10.3390/s18113768,Q58613240
10.3390/s18113794,Q58608909
10.3390/rs10111828,Q73186543
10.2196/10939,Q60932518
10.3389/feart.2018.00183,Q73184648
10.7717/peerj.5900,Q58699887
10.1098/rspb.2018.1977,Q59790141
10.1186/s12920-018-0423-1,Q59326941
10.1073/pnas.1716869115,Q58570337
10.1007/s10606-018-9327-z,Q57048770
10.1007/s13253-018-0332-y,Q60533915
10.3847/1538-3881/aae9f4,Q68946676
10.1007/s11412-018-9287-9,Q73135204
10.1007/s11252-018-0795-1,Q59198129
10.1002/rse2.84,Q59162211
10.1007/s11023-018-9478-1,Q57663813
10.24215/16666038.18.e22,Q73183964
10.3996/112017-JFWM-095,Q73186847
10.1111/evo.13634,Q73172277
10.1002/aqc.2974,Q60451721
10.1002/aqc.2937,Q73119662
10.1016/j.ocecoaman.2018.09.017,Q73141436
10.1080/10871209.2018.1517227,Q73168203
10.1098/rstb.2017.0388,Q73170878
10.1098/rstb.2017.0394,Q73170884
10.1098/rstb.2017.0392,Q73170883
10.1016/j.scitotenv.2018.10.074,Q73141895
10.1111/tgis.12486,Q73174925
10.1016/j.biocon.2018.09.032,Q59835531
10.1111/evo.13636,Q73172279
10.3897/zookeys.801.24146,Q60047873
10.1371/journal.pone.0207219,Q60046311
10.1038/s41598-018-36152-2,Q60302739
10.1016/j.compenvurbsys.2018.09.002,Q73139974
10.1016/j.envpol.2018.10.064,Q57814798
10.1016/j.ocecoaman.2018.09.018,Q73141438
10.1016/j.fishres.2018.10.011,Q73140353
10.1080/10934520701567221,Q50880671
10.1016/j.jenvman.2007.08.028,Q58263074
10.1007/s10841-008-9169-y,Q73134258
10.1177/0894439309332299,Q56773380
10.1016/j.chb.2018.04.004,Q73139764
10.1016/j.scitotenv.2017.10.329,Q73141866
10.1016/j.actao.2011.05.003,Q58869692
10.1016/j.ecoinf.2013.07.006,Q60164504
10.1007/s00500-014-1303-z,Q57921626
10.1111/j.1475-5661.2012.00543.x,Q57766137
10.1111/aec.12608,Q73172086
10.1007/s00267-017-0956-7,Q47437993
10.1080/15481603.2017.1413794,Q73168954
10.1080/24694452.2017.1411246,Q58138085
10.3390/rs10060835,Q73186537
10.1186/s12898-018-0207-7,Q59799875
10.1111/gcb.14358,Q57309227
10.1111/cobi.12703,Q35998119
10.1111/cobi.12706,Q45996273
10.5751/ES-08934-210432,Q73230727
10.1007/s00267-016-0746-7,Q39475875
10.1002/fee.1436,Q56687040
10.1002/ecy.1710,Q31151600
10.1016/j.biocon.2016.10.014,Q73139718
10.1002/wat2.1218,Q73121643
10.1016/j.scitotenv.2017.01.201,Q36314507
10.1007/s00484-018-1540-4,Q53283972
10.1111/1365-2664.13180,Q60467451
10.1016/j.landurbplan.2018.02.002,Q73141089
10.1016/j.jenvman.2018.04.077,Q56395285
10.1016/j.biocon.2018.06.019,Q73139734
10.1007/s00267-011-9789-y,Q34089007
10.1080/17538947.2011.614698,Q73168975
10.1145/2702613.2702646,Q59562655
10.1007/978-3-319-15994-2_5,Q74021409
10.1145/2559206.2581140,Q73175136
10.1145/2998181.2998305,Q73175176
10.2105/AJPH.2008.149369,Q53090207
10.1108/09590551011032108,Q73170898
10.1080/21507740.2017.1288176,Q57748662
10.1016/0048-9697(95)04996-7,Q73137326
10.12688/f1000research.12564.2,Q46263135
10.1080/13501760500160623,Q73168219
10.1109/ICSE.2015.187,Q58595977
10.1007/s13412-015-0236-x,Q73137306
10.1080/13549839608725491,Q73168237
10.1186/s40985-015-0004-1,Q49752101
10.2196/publichealth.8953,Q51144372
10.1007/s13347-015-0204-0,Q28002330
10.1016/B978-0-444-62713-1.00001-5,Q73137327
10.1289/ehp.6731,Q24812213
10.1108/14636680810869644,Q73170904
10.3389/fmars.2018.00202,Q73184669
10.1525/aa.2005.107.1.043,Q73183416
10.3917/eg.402.0154,Q74021800
10.1111/odi.12534,Q38889119
10.1007/s11625-018-0529-6,Q73251896
10.1007/s11948-012-9407-2,Q48366682
10.1111/bioe.12339,Q39128298
10.1007/978-3-319-40953-5_7,Q73121843
10.1016/S0143-6228(01)00019-4,Q73142054
10.1051/nss/2016015,Q59915737
10.1051/nss/2018005,Q73166278
10.1097/JOM.0b013e3181965d9b,Q34783770
10.1079/PAVSNNR201712013,Q73166384
10.1098/rsos.181871,Q64097771
10.1073/pnas.1719367115,Q55303145
10.1111/2041-210X.13099,Q73172073
10.1111/2041-210X.13165,Q73172075
10.5334/cstp.227,Q73230665
10.1016/j.chb.2017.04.044,Q73139761
10.3389/feart.2018.00237,Q73184653
10.1186/s12898-017-0154-8,Q47095792
10.1017/S0030605315001003,Q61714542
10.1038/gim.2016.208,Q31157021
10.1111/tran.12258,Q73174932
10.3390/ani8110190,Q57789574
10.1002/eap.1849,Q73119735
10.5194/hess-21-949-2017,Q57864347
10.3389/fmars.2017.00146,Q59188009
10.1111/1365-2664.12767,Q38055358
10.1093/jamia/ocy130,Q73169973
10.1175/BAMS-D-17-0147.1,Q73177255
10.1186/s12898-016-0062-3,Q36086230
10.1007/s12599-013-0303-3,Q73137229
10.1177/1048291118810871,Q73180404
